Timestamp,Heart Rate (bpm),Asleep,Privacy Score
18:20.7,78.68258362102154,0,0.10063105600840899
18:20.7,67.85173362165494,0,0.14229938090920968
18:20.7,72.54214953767115,0,0.18295634688326962
18:20.7,108.0399240919213,1.016046151752294,0.2927301550132314
18:20.7,57.82093056,1.0614822454065698,0.22767900945473551
18:20.7,64.08120898151248,0.9912237973305457,0.10164241493514978
18:20.7,74.11685507866991,0,0.10164241493514978
18:20.7,109.74843857182894,0,0.22767900945473551
18:20.7,65.73986423,0.9269937987815858,0.14229938090920968
18:20.7,54.55345994677518,0,0.22767900945473551
18:20.7,68.55561102851544,1.0808644152776392,0.18295634688326962
18:20.7,64.14274328882678,0,0.14229938090920968
18:20.7,78.82018491969474,0,0.14229938090920968
18:20.7,90.06248518825191,0.9468594317918344,0.14229938090920968
18:20.7,112.91597727858391,0,0.22767900945473551
18:20.7,94.45456878,0,0.10164241493514978
18:20.7,101.47097728478823,0,0.22767900945473551
18:20.7,116.51711620762256,0,0.16262786389623965
18:20.7,81.22406788719377,0.9268024519642175,0.14229938090920968
18:20.7,82.38445797976868,0,0.18295634688326962
18:20.7,91.87731639292517,0,0.10164241493514978
18:20.7,102.17448281530449,0,0.22767900945473551
18:20.7,92.98957949129317,0.9786916586362453,0.18295634688326962
18:20.7,73.33187779890075,1.0134192421131998,0.10164241493514978
18:20.7,61.83874943227766,0.9912295183697837,0.18295634688326962
18:20.7,76.14867948539182,0,0.1437295134633209
18:20.7,98.62510003641438,0,0.1847950887385555
18:20.7,61.38921111682935,1.0491870526299358,0.1847950887385555
18:20.7,113.07690789124713,1.088759919,0.2956721419816888
18:20.7,91.83948413354148,0.98757264,0.10266393818808638
18:20.7,77.90949164,0,0.10266393818808638
18:20.7,76.37289853370585,1.0855409136347176,0.1437295134633209
18:20.7,108.31517065354345,1.0907601851834778,0.22996722154131347
18:20.7,84.86356793,0,0.10266393818808638
18:20.7,88.30089748628163,1.0990454341316303,0.10266393818808638
18:20.7,72.44304297758349,0.9163875275242126,0.1847950887385555
18:20.7,53.39364594980759,1.0477587539974487,0.1642623011009382
18:20.7,97.24562264373617,0.9451509875602837,0.1847950887385555
18:20.7,88.81218936115526,1.064628684049326,0.10266393818808638
18:20.7,90.07300655,0.9086633932641514,0.10266393818808638
18:20.7,89.55096587093237,1.0149485863498395,0.1437295134633209
18:20.7,98.50400972734799,0,0.1437295134633209
18:20.7,98.69188344474225,0.9285936869008948,0.10266393818808638
18:20.7,101.99899461670657,0,0.1642623011009382
18:20.7,79.30395397779645,0,0.1437295134633209
18:20.7,67.95913589490623,0,0.10266393818808638
