Time (Days),Privacy Score
0,0.8975220814955802
0.010001111,0.9101646033019828
0.020002222,0.8535020630706409
0.030003334,0.8824379396778482
0.040004445,0.8898360718935857
0.050005556,0.9322562562560873
0.060006667,0.9562556931173511
0.070007779,0.8827067683840688
0.08000889,0.9491422595807836
0.090010001,0.9501640344162967
0.1000111123458162,0.8655693535050801
0.11001222358039782,0.8917186949693887
0.12001333481497944,0.9325316159335748
0.13001444604956106,0.8582440953678957
0.14001555728414267,0.9802150133147287
0.1500166685187243,0.8472167931431853
0.16001777975330592,0.9310794306556931
0.17001889098788753,0.8846589898717225
0.18002000222246917,0.9279671240334119
0.19002111345705078,0.9077644820286789
0.2000222246916324,0.9096809139035152
0.21002333592621403,1
0.22002444716079564,0.899393928
0.23002555839537725,0.8594325042303352
0.2400266696299589,0.9084431323500655
0.25002778086454047,0.8724161648662928
0.2600288920991221,0.9855381643337338
0.27003000333370375,0.8643153702947007
0.28003111456828533,0.9208844279706854
0.29003222580286697,0.8842205651333175
0.3000333370374486,0.9450999651801364
0.3100344482720302,0.8901269726628249
0.32003555950661183,0.8799111989565958
0.33003667074119347,0.9589516877693551
0.34003778197577506,0.9116133673237015
0.3500388932103567,0.8523974572313961
0.36004000444493833,0.9440918697129463
0.3700411156795199,1
0.38004222691410156,0.8595086606202216
0.3900433381486832,0.8602320632248371
0.4000444493832648,0.945723811
0.4100455606178464,0.9512298478997564
0.42004667185242806,0.8696693465054521
0.43004778308700964,0.9093499006380014
0.4400488943215913,0.8668023274610669
0.4500500055561729,0.8920336863720106
0.4600511167907545,0.9546787307821858
0.47005222802533614,0.9673789284619134
0.4800533392599178,0.9293655516685201
0.49005445049449936,0.9550762021333606
0.5000555617290809,0.8615768246491238
0.5100566729636626,0.874036493
0.5200577841982442,0.9119026096365496
0.5300588954328258,0.9363867055378448
0.5400600066674075,0.9707679907049618
0.5500611179019891,0.8880402676587767
0.5600622291365707,0.8778594574343829
0.5700633403711524,0.8678361794574652
0.5800644516057339,0.9228360887818504
0.5900655628403155,0.9048103807722035
0.6000666740748972,0.827035578
0.6100677853094788,0.8760423236417293
0.6200688965440604,0.843571066
0.6300700077786421,0.9061324940906057
0.6400711190132237,0.9306789081778829
0.6500722302478052,0.9620173621583964
0.6600733414823869,1
0.6700744527169685,0.9018090503492403
0.6800755639515501,0.867260876
0.6900766751861318,0.9165617929318677
0.7000777864207134,0.7838586278357993
0.710078898,0.94455481
0.7200800088898767,0.9735772450259064
0.7300811201244582,0.9098334988040958
0.7400822313590398,0.8501315590852749
0.7500833425936215,0.7909140357991205
0.7600844538282031,0.846380246
0.7700855650627847,0.9086992758385548
0.7800866762973664,0.8020553579460283
0.790087788,0.8897717530560472
0.8000888987665296,0.9086253678271908
0.8100900100011112,0.8654665601776234
0.8200911212356928,0.8939651869650296
0.8300922324702744,0.8676509386816048
0.8400933437048561,0.9636323021502932
0.8500944549394377,0.8883622403959928
0.8600955661740193,0.9241724347227016
0.870096677,0.8688751933039478
0.8800977886431826,0.9447248624730095
0.8900988998777641,0.8469758313009034
0.9001000111123458,0.9741499306196499
0.9101011223469274,0.9227126415022038
0.920102234,0.9526883830266265
0.9301033448160907,0.8712645514930373
0.9401044560506723,0.908055968
0.9501055672852539,0.9523174073789451
0.9601066785198356,0.9112790656214574
0.9701077897544171,0.8827192715439275
0.9801089009889987,0.9749648836515016
0.9901100122235803,0.8963700988864609
1.0001111234581619,0.891564373
1.0101122346927436,0.9708792263487754
1.0201133459273253,0.8985891362589822
1.0301144571619067,0.9041855860517525
1.0401155683964884,0.9560903857992082
1.0501166796310701,0.8761600460358263
1.0601177908656516,0.8332136706037256
1.0701189021002333,0.8472040471021927
1.080120013334815,0.8650038996572991
1.0901211245693965,0.9233325505278407
1.1001222358039782,0.9003440577602327
1.1101233470385599,0.868079762
1.1201244582731413,0.8910796759537153
1.130125569507723,0.8536543500350423
1.1401266807423047,0.8512794973217299
1.1501277919768862,0.8586357186793887
1.1601289032114679,0.9867007474472059
1.1701300144460496,1
1.180131125680631,0.9379753160001142
1.1901322369152127,0.8104477833076786
1.2001333481497944,0.8522896028616213
1.210134459384376,0.9234274594463616
1.2201355706189576,0.8824624399522816
1.2301366818535393,0.9147675639186549
1.2401377930881208,0.9168899261849196
1.2501389043227025,0.8990482131320234
1.2601400155572842,0.934259701
1.2701411267918656,0.9553042122718081
1.2801422380264473,0.9458642999075122
1.290143349261029,0.9178893228199805
1.3001444604956105,0.9636836818464691
1.3101455717301922,0.951949467
1.3201466829647739,0.9016859147893489
1.3301477941993554,0.9570372496752282
1.340148905433937,0.980973062
1.3501500166685187,0.9065048479533545
1.3601511279031002,0.8550469993335866
1.370152239137682,0.8872606573499768
1.3801533503722636,1
1.390154461606845,0.8811252549674508
1.4001555728414268,0.928323645
1.4101566840760085,0.8964022484514242
1.420157795,0.8970916726427083
1.4301589065451716,0.9680812232960103
1.4401600177797533,0.9331636187473011
1.4501611290143348,0.8281455193342846
1.4601622402489165,0.877980001
1.4701633514834982,0.9139289399386525
1.4801644627180797,0.8217925224901808
1.4901655739526614,0.8856486470047022
1.500166685187243,0.9007718137452245
1.5101677964218245,0.9431842799025775
1.5201689076564062,0.9220817031520084
1.530170018890988,0.9201827218288242
1.5401711301255694,0.8293798751806896
1.550172241360151,0.9695752090100811
1.5601733525947328,0.9073147043570663
1.5701744638293142,0.8880526650805403
1.580175575063896,0.9061921693900059
1.5901766862984776,0.9320938722526164
1.600177797533059,0.921771334
1.6101789087676408,0.913020179
1.6201800200022225,0.9593461412614805
1.630181131236804,0.8944112555218888
1.6401822424713857,0.8910667334568574
1.6501833537059674,0.96377197
1.6601844649405488,0.9364606257459137
1.6701855761751305,0.8786963538670077
1.6801866874097122,0.9017776471503133
1.6901877986442937,0.8501043037119229
1.7001889098788754,0.8907926780491591
1.710190021113457,0.9206145241254848
1.7201911323480386,0.8486379070888188
1.7301922435826202,0.9517821698871001
1.740193354817202,0.8801451952267324
1.7501944660517834,0.8675704637672085
1.760195577286365,0.9178284470735578
1.7701966885209468,0.9719526847392606
1.7801977997555283,0.9080496334568129
1.790198911,0.8805773827544267
1.8002000222246917,0.8894161695440667
1.8102011334592731,0.94795686
1.8202022446938548,1
1.8302033559284365,0.9323283719854486
1.840204467163018,0.9532489916358744
1.8502055783975997,0.9313659248700564
1.8602066896321814,0.7703065994174598
1.8702078008667629,0.9618370110071912
1.8802089121013446,0.8575856074844569
1.8902100233359262,0.9535702953244168
1.9002111345705077,0.9170673196231716
1.9102122458050894,0.9845035894982007
1.920213357039671,0.9537991460121544
1.9302144682742526,0.8394007994491195
1.9402155795088343,0.8144204205043029
1.9502166907434157,0.8767542084856721
1.9602178019779974,0.935584535
1.9702189132125791,0.8316128588042191
1.9802200244471606,0.9395190426574902
1.9902211356817423,0.7693313340144796
2.0002222469163238,0.9114588773960527
2.0102233581509057,0.9936083350067686
2.020224469385487,0.8126839658479001
2.0302255806200686,0.8909066250869504
2.0402266918546506,0.8349845661823294
2.050227803089232,0.8639059283282073
2.0602289143238135,1
2.0702300255583954,0.8814940027609088
2.080231136792977,0.8043478671021347
2.0902322480275584,0.8548248606346887
2.1002333592621403,0.9593080100981889
2.1102344704967217,0.9343198029738441
2.120235581731303,0.9264809716256105
2.130236692965885,0.9309032074356253
2.1402378042004666,0.9304824013029974
2.150238915435048,0.9303730311968478
2.160240027,0.8426197854739165
2.1702411379042115,0.9390948177113729
2.180242249138793,0.8745894974760305
2.190243360373375,0.953950926
2.2002444716079563,0.75
2.210245582842538,0.8286217707767893
2.2202466940771197,0.8485788489230002
2.230247805311701,0.9421971780078455
2.2402489165462827,0.8909472603648159
2.2502500277808646,0.9073941353561605
2.260251139015446,0.8868058581525619
2.2702522502500275,0.8496735469455808
2.2802533614846094,0.9033686271092622
2.290254472719191,0.8306501034811308
2.3002555839537724,0.9873737394801381
2.3102566951883543,0.9152033040088292
2.3202578064229358,0.9178560339858418
2.3302589176575172,0.8960523162115104
2.340260028892099,0.9542390026877494
2.3502611401266806,0.9765737679114767
2.360262251361262,0.9180268363361378
2.370263362595844,0.8712801461552844
2.3802644738304255,0.8880732979822558
2.390265585065007,0.9491560810220423
2.400266696299589,0.9257975019341206
2.4102678075341704,0.8303207869024013
2.420268918768752,0.9255431204551451
2.4302700300033337,0.9746520633815866
2.440271141237915,0.9723474881561263
2.4502722524724967,0.917143219
2.4602733637070786,0.862349372
2.470274475,0.8418098555537299
2.4802755861762416,0.9845006246588478
2.4902766974108235,0.8656839698784335
2.500277808645405,0.986314281
2.5102789198799864,0.9462464025174764
2.5202800311145683,0.9072534600407276
2.530281142,0.8437742333686635
2.5402822535837313,0.8853029689312446
2.550283364818313,0.8555290094862693
2.5602844760528947,0.8806197870959939
2.570285587287476,0.8604133888067235
2.580286698522058,0.9406266595050742
2.5902878097566395,0.8667180585811325
2.600288920991221,0.9027433025150273
2.610290032225803,0.8486464630427908
2.6202911434603844,0.9028390092697008
2.630292254694966,0.9308189672142297
2.6402933659295478,0.9406892024369014
2.6502944771641292,0.9349625899355334
2.6602955883987107,0.8595905767654691
2.6702966996332926,0.8614006194950121
2.680297810867874,0.9577265499619321
2.6902989221024556,0.9074258393953589
2.7003000333370375,0.8917328911022779
2.710301144571619,0.9377005819346107
2.7203022558062004,0.9877114211849944
2.7303033670407824,0.9457565994731614
2.740304478275364,0.926132303
2.7503055895099453,0.9482032759494552
2.760306700744527,0.7638846266979256
2.7703078119791087,0.8876613925971483
2.780308923,1
2.790310034448272,0.9358996956216863
2.8003111456828536,0.9022168933635718
2.810312256917435,0.9047356916546444
2.820313368152017,0.8719347736400783
2.8303144793865984,0.8830456604221489
2.840315591,0.8014687747433035
2.850316701855762,0.9366132554292492
2.8603178130903433,0.9735430935652103
2.8703189243249247,0.9330559189100257
2.8803200355595067,0.8260986669529609
2.890321146794088,1
2.9003222580286696,0.9136742233361415
2.9103233692632515,1
2.920324480497833,0.8475145147438938
2.9303255917324145,0.8320447396207759
2.9403267029669964,0.9039831925157233
2.950327814201578,0.9183707826900803
2.9603289254361593,0.817734867
2.9703300366707412,0.9381911082071293
2.9803311479053227,0.9028080251770996
2.990332259139904,0.9352379592702077
3.000333370374486,0.8609506582310203
3.0103344816090676,0.899949334
3.020335592843649,0.8814278392971393
3.030336704078231,0.8423076350500506
3.0403378153128124,0.8850365765462075
3.050338926547394,0.8737479911954826
3.060340037781976,0.8973949813007837
3.0703411490165573,0.861672352
3.0803422602511388,0.831385487
3.0903433714857207,0.895546796
3.100344482720302,0.8677212047133189
3.1103455939548836,0.9116848676503533
3.1203467051894656,0.8782300926537505
3.130347816424047,0.8156143419228631
3.1403489276586285,0.9036110686671142
3.1503500388932104,0.9587991094457442
3.160351150127792,0.8266245352918739
3.1703522613623734,0.8709396615358933
3.1803533725969553,1
3.1903544838315367,0.8496811044661262
3.200355595066118,0.8953434834617463
3.210356706,0.9573947297939204
3.2203578175352816,0.8643848287153473
3.230358928769863,0.9050840202609045
3.240360040004445,0.9771693166613086
